Year,State,District,Name,Photo,Photo_Downloadable,Party,Votes,Incumbent,ID,Gender,Year_of_Birth,Edu,score,score_CNN,Poverty (%),Median_Household_Income,Pop_Total,Pop_M,Pop_F,Sex Ratio,total_votes,vote_share,ln_vote_share,Age
2020,CA,18,Rishi Kumar,https://upload.wikimedia.org/wikipedia/commons/0/05/RishiKumar_%28cropped%29.jpg,T,Democratic,126750.0,0,CA_18_2,M,1967.0,Master,86.0,88.0,5.9,147196,744487,371063,373424,0.993677428338832,344127.0,0.3683233224943117,-0.9987941328162174,53.0
2020,CA,19,Zoe Lofgren,https://upload.wikimedia.org/wikipedia/commons/b/bb/Zoe_Lofgren_headshot.jpg,T,Democratic,224385.0,1,CA_19_1,F,1947.0,Doctor,74.0,78.0,8.4,112598,758327,382430,375897,1.0173797609451525,313027.0,0.7168231494407831,-0.3329261223060992,73.0
2020,CA,19,Justin Aguilera,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,88642.0,0,CA_19_2,M,,Bachelor,72.0,73.0,8.4,112598,758327,382430,375897,1.0173797609451525,313027.0,0.28317685055921693,-1.2616836628793089,
2020,CA,20,Jimmy Panetta,https://upload.wikimedia.org/wikipedia/commons/8/82/Jimmy_Panetta%2C_official_portrait%2C_115th_Congress.jpg,T,Democratic,236896.0,1,CA_20_1,M,1969.0,Doctor,80.0,79.0,12.1,87592,736750,370218,366532,1.0100564207217924,308554.0,0.7677618828470867,-0.2642756422855892,51.0
2020,CA,20,Jeff Gorman,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,71658.0,0,CA_20_2,M,1968.0,Bachelor,66.0,66.0,12.1,87592,736750,370218,366532,1.0100564207217924,308554.0,0.23223811715291326,-1.4599920666319322,52.0
2020,CA,21,David Valadao,https://upload.wikimedia.org/wikipedia/commons/0/01/David_Valadao%2C_official_portrait%2C_117th_Congress_%28cropped%29.png,T,Republican,85928.0,0,CA_21_1,M,1977.0,Bachelor,60.0,63.0,23.7,52937,713346,376118,337228,1.115322571079507,170334.0,0.5044676928857421,-0.6842514791265145,43.0
2020,CA,21,TJ Cox,https://upload.wikimedia.org/wikipedia/commons/a/a1/TJ_Cox%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg,T,Democratic,84406.0,1,CA_21_2,M,1963.0,Master,77.0,73.0,23.7,52937,713346,376118,337228,1.115322571079507,170334.0,0.4955323071142579,-0.7021227262997332,57.0
2020,CA,22,Devin Nunes,https://upload.wikimedia.org/wikipedia/commons/0/0b/Devin_Nunes%2C_official_portrait%2C_112th_Congress.jpg,T,Republican,170888.0,1,CA_22_1,M,1973.0,Master,72.0,70.0,16.3,70172,769728,379163,390565,0.9708063958624044,315139.0,0.542262303301083,-0.6120054401806245,47.0
2020,CA,22,Phil Arballo,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,144251.0,0,CA_22_2,M,1979.0,Bachelor,77.0,78.0,16.3,70172,769728,379163,390565,0.9708063958624044,315139.0,0.457737696698917,-0.7814589735628061,41.0
2020,CA,23,Kevin McCarthy,https://upload.wikimedia.org/wikipedia/commons/2/2b/Kevin_McCarthy%2C_official_photo%2C_116th_Congress_%28cropped%29.jpg,T,Republican,190222.0,1,CA_23_1,M,1965.0,Master,71.0,69.0,17.6,63613,748143,378741,369402,1.025281400750402,306118.0,0.6214008976930465,-0.4757788373942906,55.0
2020,CA,23,Kim Mangone,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,115896.0,0,CA_23_2,F,1958.0,Bachelor,78.0,77.0,17.6,63613,748143,378741,369402,1.025281400750402,306118.0,0.37859910230695354,-0.9712774112954268,62.0
2020,CA,24,Salud Carbajal,https://upload.wikimedia.org/wikipedia/commons/9/96/Salud_Carbajal_116th_Congress.jpg,T,Democratic,212564.0,1,CA_24_1,M,1964.0,Master,55.0,65.0,12.2,82172,736030,369878,366152,1.010176101728244,362345.0,0.5866342850046227,-0.533353677156253,56.0
2020,CA,24,Andy Caldwell,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,149781.0,0,CA_24_2,M,1958.0,Bachelor,84.0,86.0,12.2,82172,736030,369878,366152,1.010176101728244,362345.0,0.41336571499537733,-0.8834225693890441,62.0
2020,CA,25,Mike Garcia,https://upload.wikimedia.org/wikipedia/commons/b/b9/Mike_Garcia%2C_official_portrait%2C_116th_Congress_%28cropped1%29_%28cropped%29.jpg,T,Republican,169638.0,1,CA_25_1,M,1976.0,Master,70.0,65.0,12.3,85317,710525,354052,356473,0.993208461790935,338943.0,0.5004912330391835,-0.6921651967855035,44.0
2020,CA,25,Christy Smith,https://upload.wikimedia.org/wikipedia/commons/8/88/Christy_Smith_CA_Assembly_official_photo_%28cropped%29.jpg,T,Democratic,169305.0,0,CA_25_2,F,1969.0,Bachelor,79.0,79.0,12.3,85317,710525,354052,356473,0.993208461790935,338943.0,0.4995087669608164,-0.6941301295744482,51.0
2020,CA,26,Julia Brownley,https://upload.wikimedia.org/wikipedia/commons/3/34/Julia_Brownley_official_photo_%28cropped%29.jpg,T,Democratic,208856.0,1,CA_26_1,F,1952.0,Master,69.0,68.0,9.1,92419,724221,358973,365248,0.9828198922376028,344733.0,0.6058485842666643,-0.5011251850793679,68.0
2020,CA,26,Ronda Baldwin-Kennedy,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,135877.0,0,CA_26_2,F,,Doctor,77.0,78.0,9.1,92419,724221,358973,365248,0.9828198922376028,344733.0,0.3941514157333357,-0.9310201396183152,
2020,CA,27,Judy Chu,https://upload.wikimedia.org/wikipedia/commons/b/bf/Judy_Chu_2019-05-02_%28cropped%29.jpg,T,Democratic,221411.0,1,CA_27_1,F,1953.0,Doctor,82.0,82.0,10.4,90099,711767,345064,366703,0.9409903927701708,317318.0,0.6977574546669272,-0.35988372275760067,67.0
2020,CA,27,Johnny J. Nalbandian,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,95907.0,0,CA_27_2,M,1954.0,Bachelor,67.0,77.0,10.4,90099,711767,345064,366703,0.9409903927701708,317318.0,0.3022425453330728,-1.1965254537018233,66.0
2020,CA,28,Adam Schiff,https://upload.wikimedia.org/wikipedia/commons/9/9c/Adam_Schiff_official_portrait_%28cropped%29.jpg,T,Democratic,244471.0,1,CA_28_1,M,1960.0,Doctor,67.0,70.0,12.9,76600,712193,354127,358066,0.988999234777946,336399.0,0.7267292708955734,-0.3192012629694477,60.0
2020,CA,28,Eric Early,https://upload.wikimedia.org/wikipedia/commons/e/e7/Eric_Early%2C_2020.jpg,T,Republican,91928.0,0,CA_28_2,M,1958.0,Doctor,84.0,81.0,12.9,76600,712193,354127,358066,0.988999234777946,336399.0,0.27327072910442657,-1.297292293487437,62.0
2020,CA,29,Tony Cárdenas,https://upload.wikimedia.org/wikipedia/commons/0/09/Tony_C%C3%A1rdenas_114th_Congress_%28cropped%29.jpg,T,Democratic,119420.0,1,CA_29_1,M,1963.0,Bachelor,65.0,67.0,16.4,65938,715422,354373,361049,0.9815094350074368,210944.0,0.5661218143203883,-0.5689460042880508,57.0
2020,CA,29,Angélica Dueñas,https://upload.wikimedia.org/wikipedia/commons/6/64/AngelicaDuenas_%28cropped%29.jpg,T,Democratic,91524.0,0,CA_29_2,F,1983.0,Master,76.0,80.0,16.4,65938,715422,354373,361049,0.9815094350074368,210944.0,0.43387818567961167,-0.8349914624367952,37.0
2020,CA,30,Brad Sherman,https://upload.wikimedia.org/wikipedia/commons/8/8e/Brad_Sherman_116th_Congress.jpg,T,Democratic,240038.0,1,CA_30_1,M,1954.0,Doctor,67.0,69.0,10.2,92394,773221,379392,393829,0.9633419580579388,345464.0,0.6948278257647685,-0.36409119682072544,66.0
2020,CA,30,Mark S. Reed,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,105426.0,0,CA_30_2,M,1957.0,Bachelor,66.0,69.0,10.2,92394,773221,379392,393829,0.9633419580579388,345464.0,0.30517217423523146,-1.186879155958841,63.0
2020,CA,31,Pete Aguilar,https://upload.wikimedia.org/wikipedia/commons/e/e5/Pete_Aguilar_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg,T,Democratic,175315.0,1,CA_31_1,M,1979.0,Bachelor,74.0,74.0,14.5,72140,752561,369243,383318,0.96328113994125,286050.0,0.6128823632232128,-0.4895822648496443,41.0
2020,CA,31,Agnes Gibboney,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,110735.0,0,CA_31_2,F,1954.0,Bachelor,60.0,59.0,14.5,72140,752561,369243,383318,0.96328113994125,286050.0,0.3871176367767873,-0.9490266611427292,66.0
2020,CA,32,Grace Napolitano,https://upload.wikimedia.org/wikipedia/commons/f/f8/Rep-Napolitano_%28alt_crop%29.jpg,T,Democratic,172942.0,1,CA_32_1,F,1936.0,Bachelor,77.0,75.0,11.3,78940,707305,348144,359161,0.9693257341415132,259760.0,0.6657761010163228,-0.4068018496246552,84.0
2020,CA,32,Joshua M. Scott,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,86818.0,0,CA_32_2,M,,Bachelor,70.0,70.0,11.3,78940,707305,348144,359161,0.9693257341415132,259760.0,0.3342238989836772,-1.0959441543552615,
2020,CA,33,Ted Lieu,https://upload.wikimedia.org/wikipedia/commons/c/c1/Congressman_Ted_W._Lieu_official_photo_%28cropped%29.jpg,T,Democratic,257094.0,1,CA_33_1,M,1969.0,Doctor,77.0,80.0,8.0,118525,708972,343707,365265,0.9409798365570202,380428.0,0.6758019914412189,-0.3918551579154948,51.0
2020,CA,33,James P. Bradley,https://upload.wikimedia.org/wikipedia/commons/a/ac/James_P._Bradley%2C_2020_%28cropped%29.png,T,Republican,123334.0,0,CA_33_2,M,1958.0,Master,74.0,77.0,8.0,118525,708972,343707,365265,0.9409798365570202,380428.0,0.32419800855878117,-1.1264008123311942,62.0
2020,CA,34,Jimmy Gomez,https://upload.wikimedia.org/wikipedia/commons/9/93/Jimmy_Gomez_official_portrait_%28alt_crop%29.jpg,T,Democratic,108792.0,1,CA_34_1,M,1974.0,Master,79.0,79.0,21.9,54567,734546,374815,359731,1.041931332023095,205346.0,0.5297984864570042,-0.635258558967795,46.0
2020,CA,34,David Kim,https://upload.wikimedia.org/wikipedia/commons/0/06/DavidKimCA_%28cropped%29.jpg,T,Democratic,96554.0,0,CA_34_2,M,1984.0,Doctor,76.0,76.0,21.9,54567,734546,374815,359731,1.041931332023095,205346.0,0.4702015135429957,-0.7545939239468619,36.0
2020,CA,35,Norma Torres,https://upload.wikimedia.org/wikipedia/commons/6/62/Norma_Torres_115th_official_photo_%28cropped%29.jpg,T,Democratic,169405.0,1,CA_35_1,F,1965.0,Bachelor,72.0,72.0,14.2,71127,748454,374529,373925,1.0016152971852643,244346.0,0.6932996652288149,-0.36629295590007904,55.0
2020,CA,35,Mike Cargile,https://upload.wikimedia.org/wikipedia/commons/3/35/Mike_Cargile_on_AI_News_%28cropped%29.jpg,T,Republican,74941.0,0,CA_35_2,M,1964.0,Bachelor,70.0,71.0,14.2,71127,748454,374529,373925,1.0016152971852643,244346.0,0.30670033477118513,-1.181884116336002,56.0
2020,CA,36,Raul Ruiz,https://upload.wikimedia.org/wikipedia/commons/5/5c/Raul_Ruiz%2C_official_portrait%2C_113th_congress_%283x4%29.jpg,T,Democratic,185051.0,1,CA_36_1,M,1972.0,Master,72.0,69.0,16.7,56181,755516,378376,377140,1.0032772975552846,306691.0,0.6033792970775145,-0.5052092632907476,48.0
2020,CA,36,Erin Cruz,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,121640.0,0,CA_36_2,F,,,84.0,85.0,16.7,56181,755516,378376,377140,1.0032772975552846,306691.0,0.3966207029224855,-0.924774863244027,
2020,CA,37,Karen Bass,https://upload.wikimedia.org/wikipedia/commons/4/4b/Karen-Bass-2012_%28cropped%29.jpg,T,Democratic,254916.0,1,CA_37_1,F,1953.0,Master,66.0,73.0,16.9,71265,727449,352609,374840,0.9406920285988688,296621.0,0.8593997053479019,-0.15152115049922302,67.0
2020,CA,37,Errol Webber,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,41705.0,0,CA_37_2,M,1987.0,Bachelor,75.0,73.0,16.9,71265,727449,352609,374840,0.9406920285988688,296621.0,0.14060029465209814,-1.9618342039313947,33.0
2020,CA,38,Linda Sánchez,https://upload.wikimedia.org/wikipedia/commons/0/0c/Linda_S%C3%A1nchez%2C_116th_Congress%2C_official_photo_%28cropped%29.jpg,T,Democratic,190467.0,1,CA_38_1,F,1969.0,Doctor,72.0,69.0,9.8,80289,706482,345403,361079,0.9565856779264372,256206.0,0.7434135031966465,-0.2965028571776197,51.0
2020,CA,38,Michael Tolar,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,65739.0,0,CA_38_2,M,1993.0,Bachelor,76.0,75.0,9.8,80289,706482,345403,361079,0.9565856779264372,256206.0,0.25658649680335355,-1.3602894517107795,27.0
2020,CA,39,Young Kim,https://upload.wikimedia.org/wikipedia/commons/d/d0/Young_Kim_%28cropped%29.jpg,T,Republican,173946.0,0,CA_39_1,F,1962.0,Bachelor,85.0,85.0,8.8,101318,732667,360352,372315,0.9678686058848018,343783.0,0.5059761535619853,-0.6812657381530549,58.0
2020,CA,39,Gil Cisneros,https://upload.wikimedia.org/wikipedia/commons/0/0b/Gil_Cisneros%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg,T,Democratic,169837.0,1,CA_39_2,M,1971.0,Master,68.0,67.0,8.8,101318,732667,360352,372315,0.9678686058848018,343783.0,0.49402384643801467,-0.7051714908175468,49.0
2020,CA,40,Lucille Roybal-Allard,https://upload.wikimedia.org/wikipedia/commons/8/80/Lucille_Roybal-Allard_%28CA-40%29.jpg,T,Democratic,135572.0,1,CA_40_1,F,1941.0,Bachelor,74.0,76.0,19.9,59385,708362,356180,352182,1.011352085001505,186381.0,0.7273917405744148,-0.31829010121681683,79.0
2020,CA,40,Antonio Delgado,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,50809.0,0,CA_40_2,M,,,69.0,69.0,19.9,59385,708362,356180,352182,1.011352085001505,186381.0,0.27260825942558525,-1.2997194614788286,
2020,CA,41,Mark Takano,https://upload.wikimedia.org/wikipedia/commons/1/16/Mark_Takano%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg,T,Democratic,167938.0,1,CA_41_1,M,1960.0,Master,79.0,80.0,13.5,74149,768401,381428,386973,0.9856708349161312,262227.0,0.6404298565746471,-0.4456156771870513,60.0
2020,CA,41,Aja Smith,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,94289.0,0,CA_41_2,F,1978.0,Bachelor,73.0,74.0,13.5,74149,768401,381428,386973,0.9856708349161312,262227.0,0.3595701434253528,-1.0228460070136192,42.0
2020,CA,42,Ken Calvert,https://upload.wikimedia.org/wikipedia/commons/e/e1/Ken_Calvert%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg,T,Republican,210274.0,1,CA_42_1,M,1953.0,Bachelor,74.0,76.0,8.4,95012,822515,410730,411785,0.9974379834136746,368047.0,0.5713237711487935,-0.5597992052449604,67.0
2020,CA,42,Liam O'Mara,https://upload.wikimedia.org/wikipedia/commons/1/13/Liam_O%27Mara_%282020%29_%28cropped%29.png,T,Democratic,157773.0,0,CA_42_2,M,1974.0,Doctor,78.0,81.0,8.4,95012,822515,410730,411785,0.9974379834136746,368047.0,0.4286762288512065,-0.8470533562946171,46.0
2020,CA,43,Maxine Waters,https://upload.wikimedia.org/wikipedia/commons/b/b8/Maxine_Waters%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg,T,Democratic,199210.0,1,CA_43_1,F,1938.0,Bachelor,75.0,76.0,15.6,69727,727766,353231,374535,0.9431188006461344,277898.0,0.7168457491597636,-0.3328945951954749,82.0
2020,CA,43,Joe Collins,https://upload.wikimedia.org/wikipedia/commons/5/5a/JoeCollins3_%28cropped%29.jpg,T,Republican,78688.0,0,CA_43_2,M,1985.0,Bachelor,76.0,72.0,15.6,69727,727766,353231,374535,0.9431188006461344,277898.0,0.2831542508402363,-1.2617634738553853,35.0
2020,CA,44,Nanette Barragán,https://upload.wikimedia.org/wikipedia/commons/5/53/Nanette_Barragan_official_portrait_%28cropped_2%29.jpg,T,Democratic,139661.0,1,CA_44_1,F,1976.0,Doctor,69.0,69.0,17.5,63485,711773,348739,363034,0.9606235228656268,206036.0,0.6778475606204741,-0.3888328531642922,44.0
2020,CA,44,Analilia Joya,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,66375.0,0,CA_44_2,F,,,80.0,83.0,17.5,63485,711773,348739,363034,0.9606235228656268,206036.0,0.3221524393795259,-1.1327304312407567,
2020,CA,45,Katie Porter,https://upload.wikimedia.org/wikipedia/commons/1/1c/Katie_Porter_Official_Portrait_%28cropped%29.jpg,T,Democratic,221843.0,1,CA_45_1,F,1974.0,Doctor,77.0,77.0,8.5,115609,781871,382627,399244,0.95837883600004,414939.0,0.534640031426306,-0.6261615969990121,46.0
2020,CA,45,Greg Raths,https://upload.wikimedia.org/wikipedia/commons/a/a0/Greg_Raths_%28cropped%29.jpg,T,Republican,193096.0,0,CA_45_2,M,1953.0,Master,68.0,72.0,8.5,115609,781871,382627,399244,0.95837883600004,414939.0,0.46535996857369394,-0.764944046910805,67.0
2020,CA,46,Lou Correa,https://upload.wikimedia.org/wikipedia/commons/c/c0/Lou_Correa_official_portrait.jpg,T,Democratic,157803.0,1,CA_46_1,M,1958.0,Doctor,66.0,73.0,14.3,78526,730071,366517,363554,1.008150095996743,229519.0,0.6875378508968757,-0.37463839510692737,62.0
2020,CA,46,James S. Waters,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,71716.0,0,CA_46_2,M,,High_school,76.0,71.0,14.3,78526,730071,366517,363554,1.008150095996743,229519.0,0.31246214910312436,-1.16327194001165,
2020,CA,47,Alan Lowenthal,https://upload.wikimedia.org/wikipedia/commons/9/94/Alan_Lowenthal_113th_Congress_Portrait_%28cropped%29.jpeg,T,Democratic,197028.0,1,CA_47_1,M,1941.0,Doctor,66.0,64.0,13.5,78328,709979,351292,358687,0.9793831390599604,311399.0,0.6327187948580438,-0.4577291974730613,79.0
2020,CA,47,John Briscoe,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,114371.0,0,CA_47_2,M,,Master,58.0,62.0,13.5,78328,709979,351292,358687,0.9793831390599604,311399.0,0.3672812051419561,-1.001627497784421,
2020,CA,48,Michelle Steel,https://upload.wikimedia.org/wikipedia/commons/b/b9/MichelleSteel_%28cropped%29.jpg,T,Republican,201738.0,0,CA_48_1,F,1955.0,Master,80.0,83.0,8.8,102052,720586,355055,365531,0.9713403240764804,395100.0,0.5105998481397115,-0.672169071590169,65.0
2020,CA,48,Harley Rouda,https://upload.wikimedia.org/wikipedia/commons/f/f4/Harley_Rouda%2C_official_portrait%2C_116th_Congress_%283x4%29.jpg,T,Democratic,193362.0,1,CA_48_2,M,1961.0,Doctor,75.0,71.0,8.8,102052,720586,355055,365531,0.9713403240764804,395100.0,0.4894001518602885,-0.7145748176746999,59.0
2020,CA,49,Mike Levin,https://upload.wikimedia.org/wikipedia/commons/1/1e/Mike_Levin%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg,T,Democratic,205349.0,1,CA_49_1,M,1978.0,Doctor,64.0,63.0,7.6,99888,741671,372287,369384,1.0078590301691466,386506.0,0.5312957625496111,-0.6324364211836004,42.0
2020,CA,49,Brian Maryott,https://upload.wikimedia.org/wikipedia/commons/7/7d/Brian_Maryott_%28cropped%29.jpg,T,Republican,181157.0,0,CA_49_2,M,1963.0,Bachelor,86.0,85.0,7.6,99888,741671,372287,369384,1.0078590301691466,386506.0,0.46870423745038886,-0.7577833332358238,57.0
2020,CA,50,Darrell Issa,https://upload.wikimedia.org/wikipedia/commons/0/09/Darrell_Issa%2C_official_portrait%2C_117th_Congress_%28cropped%29.jpg,T,Republican,195510.0,0,CA_50_1,M,1953.0,Bachelor,70.0,77.0,10.7,85223,748893,371498,377395,0.9843744617708236,362369.0,0.539532907064346,-0.6170515006587474,67.0
2020,CA,50,Ammar Campa-Najjar,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,166859.0,0,CA_50_2,M,1989.0,Bachelor,78.0,79.0,10.7,85223,748893,371498,377395,0.9843744617708236,362369.0,0.46046709293565397,-0.7755138852632402,31.0
2020,CA,51,Juan Vargas,https://upload.wikimedia.org/wikipedia/commons/4/4b/Juan_Vargas%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg,T,Democratic,165596.0,1,CA_51_1,M,1961.0,Doctor,76.0,77.0,18.5,57753,736161,375719,360442,1.0423840728882872,242437.0,0.683047554622438,-0.3811907957407854,59.0
2020,CA,51,Juan Hidalgo Jr.,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,76841.0,0,CA_51_2,M,1967.0,Bachelor,67.0,68.0,18.5,57753,736161,375719,360442,1.0423840728882872,242437.0,0.316952445377562,-1.1490035309399926,53.0
2020,CA,52,Scott Peters,https://upload.wikimedia.org/wikipedia/commons/c/c9/Scott_Peters%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg,T,Democratic,244145.0,1,CA_52_1,M,1958.0,Doctor,65.0,65.0,8.4,103423,774895,392953,381942,1.0288289845055008,396495.0,0.6157580801775558,-0.4849011195705433,62.0
2020,CA,52,Jim DeBello,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,152350.0,0,CA_52_2,M,1959.0,Master,72.0,73.0,8.4,103423,774895,392953,381942,1.0288289845055008,396495.0,0.38424191982244416,-0.9564829252231944,61.0
2020,CA,53,Sara Jacobs,https://upload.wikimedia.org/wikipedia/commons/5/5e/Sara_Jacobs%2C_official_portrait%2C_117th_Congress_%28cropped%29.jpg,T,Democratic,199244.0,0,CA_53_1,F,1989.0,Master,80.0,81.0,10.8,83756,769064,383410,385654,0.9941813127829608,334858.0,0.5950104223282705,-0.519176357071818,31.0
2020,CA,53,Georgette Gómez,https://upload.wikimedia.org/wikipedia/commons/d/db/Councilmember_Georgette_Gomez_%28cropped%29.jpg,T,Democratic,135614.0,0,CA_53_2,F,1975.0,Bachelor,51.0,51.0,10.8,83756,769064,383410,385654,0.9941813127829608,334858.0,0.4049895776717295,-0.9038939463506045,45.0
